theta	vel_limit	forward	backward	final
0.6365	2.1492778522024762	2.214873088116809	2.1492778522024762	2.1492778522024762
0.63675	2.1462884769031727	2.2086053786587967	2.1462884769031727	2.1462884769031727
0.637	2.1433116207649445	2.202320632155119	2.1433116207649445	2.1433116207649445
0.63725	2.1403472151571363	2.1960185705003754	2.1403472151571363	2.1403472151571363
0.6375	2.137395191955732	2.189698910689949	2.137395191955732	2.137395191955732
0.63775	2.1344554835345213	2.1833613646860512	2.1344554835345213	2.1344554835345213
0.638	2.131528022765306	2.1770056392833834	2.131528022765306	2.131528022765306
0.63825	2.1286127429933503	2.1706314359586667	2.1286127429933503	2.1286127429933503
0.6385	2.1257095780626982	2.164238450738671	2.1257095780626982	2.1257095780626982
0.63875	2.1228184622916992	2.1578263740398556	2.1228184622916992	2.1228184622916992
0.639	2.1199393304672913	2.1513948905115994	2.1199393304672913	2.1199393304672913
0.63925	2.1170721178625516	2.1449436788849003	2.1170721178625516	2.1170721178625516
0.6395	2.1142167602078303	2.1384724117934977	2.1142167602078303	2.1142167602078303
0.63975	2.1113731936927373	2.1319807556036445	2.1113731936927373	2.1113731936927373
0.64	2.1085413549734326	2.1254683702401405	2.1085413549734326	2.1085413549734326
0.64025	2.1057211811616368	2.1189349089973026	2.1057211811616368	2.1057211811616368
0.6405	2.1029126098084805	2.1123800183406614	2.1029126098084805	2.1029126098084805
0.64075	2.100115578921359	2.1058033377173624	2.100115578921359	2.100115578921359
0.641	2.097330026949723	2.099204499344323	2.097330026949723	2.097330026949723
0.64125	2.0945558927797707	2.0945558927797707	2.0945558927797707	2.0945558927797707
0.6415	2.0917931157312637	2.0917931157312637	2.0917931157312637	2.0917931157312637
0.64175	2.0890416355556356	2.0890416355556356	2.0890416355556356	2.0890416355556356
0.642	2.0863013924327514	2.0863013924327514	2.0863013924327514	2.0863013924327514
0.64225	2.083572326971697	2.083572326971697	2.083572326971697	2.083572326971697
0.6425	2.080854380185276	2.080854380185276	2.080854380185276	2.080854380185276
0.64275	2.0781474935153468	2.0781474935153468	2.0781474935153468	2.0781474935153468
0.643	2.0754516088217287	2.0754516088217287	2.0754516088217287	2.0754516088217287
0.64325	2.0727666683575885	2.0727666683575885	2.0727666683575885	2.0727666683575885
0.6435	2.0700926147908025	2.0700926147908025	2.0700926147908025	2.0700926147908025
0.64375	2.0674293911814248	2.0674293911814248	2.0674293911814248	2.0674293911814248
0.644	2.0647769410106167	2.0647769410106167	2.0647769410106167	2.0647769410106167
0.64425	2.0621352081361475	2.0621352081361475	2.0621352081361475	2.0621352081361475
0.6445	2.059504136799506	2.059504136799506	2.059504136799506	2.059504136799506
0.64475	2.056883671654057	2.056883671654057	2.056883671654057	2.056883671654057
0.645	2.0542737577234798	2.0542737577234798	2.0542737577234798	2.0542737577234798
0.64525	2.0516743404107394	2.0516743404107394	2.0516743404107394	2.0516743404107394
0.6455	2.049085365505657	2.049085365505657	2.049085365505657	2.049085365505657
